Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Compare At Price,Image Src,Status
national-teams-1994-germany-away-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS---1994--L,22,102776.00,143886.00,,active
national-teams-1994-germany-away-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS---1994--XL,23,102776.00,143886.00,,active
national-teams-1994-germany-away-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS---1994--XXL,20,102776.00,143886.00,,active
national-teams-1998-england-s-xxl-home,1998 England S- Xxl Home,<p>Camiseta 1998 England S- Xxl Home - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS---1998--S,20,113107.00,158349.00,,active
national-teams-1998-england-s-xxl-home,,,,,,,Size,M,NATIONAL-TEAMS---1998--M,29,113107.00,158349.00,,active
national-teams-1998-england-s-xxl-home,,,,,,,Size,L,NATIONAL-TEAMS---1998--L,13,113107.00,158349.00,,active
national-teams-1998-england-s-xxl-home,,,,,,,Size,XL,NATIONAL-TEAMS---1998--XL,18,113107.00,158349.00,,active
national-teams-1998-england-s-xxl-home,,,,,,,Size,XXL,NATIONAL-TEAMS---1998--XXL,26,113107.00,158349.00,,active
national-teams-2014-germany-home-size-s-xxl,2014 Germany Home (Size S-XXL),<p>Camiseta 2014 Germany Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS---2014--S,14,77976.00,109166.00,,active
national-teams-2014-germany-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS---2014--M,24,77976.00,109166.00,,active
national-teams-2014-germany-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS---2014--L,24,77976.00,109166.00,,active
national-teams-2014-germany-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS---2014--XL,26,77976.00,109166.00,,active
national-teams-2014-germany-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS---2014--XXL,10,77976.00,109166.00,,active
national-teams-2022-argentina-world-cup-away-size-s-xxxl,2022 Argentina World Cup Away (Size S-XXXL),<p>Camiseta 2022 Argentina World Cup Away (Size S-XXXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away",TRUE,Size,S,NATIONAL-TEAMS---2022--S,19,81467.00,114053.00,,active
national-teams-2022-argentina-world-cup-away-size-s-xxxl,,,,,,,Size,M,NATIONAL-TEAMS---2022--M,15,81467.00,114053.00,,active
national-teams-2022-argentina-world-cup-away-size-s-xxxl,,,,,,,Size,L,NATIONAL-TEAMS---2022--L,25,81467.00,114053.00,,active
national-teams-2022-argentina-world-cup-away-size-s-xxxl,,,,,,,Size,XL,NATIONAL-TEAMS---2022--XL,24,81467.00,114053.00,,active
national-teams-2022-argentina-world-cup-away-size-s-xxxl,,,,,,,Size,XXL,NATIONAL-TEAMS---2022--XXL,16,81467.00,114053.00,,active
national-teams-argentina-08_10-home-size-s-xxl,Argentina 08_10 Home (Size S-XXL),<p>Camiseta Argentina 08_10 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:08-10",TRUE,Size,S,NATIONAL-TEAMS----S,29,92116.00,128962.00,,active
national-teams-argentina-08_10-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,23,92116.00,128962.00,,active
national-teams-argentina-08_10-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,24,92116.00,128962.00,,active
national-teams-argentina-08_10-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,17,92116.00,128962.00,,active
national-teams-argentina-08_10-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,12,92116.00,128962.00,,active
national-teams-argentina-1986-home-long-sleeve-size-s-xxl,Argentina 1986 Home Long Sleeve (Size S-XXL),<p>Camiseta Argentina 1986 Home Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,27,96027.00,134437.00,,active
national-teams-argentina-1986-home-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,22,96027.00,134437.00,,active
national-teams-argentina-1986-home-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,20,96027.00,134437.00,,active
national-teams-argentina-1986-home-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,24,96027.00,134437.00,,active
national-teams-argentina-1986-home-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,20,96027.00,134437.00,,active
national-teams-argentina-1994-away-long-sleeve-size-s-xxl,Argentina 1994 Away Long Sleeve (Size S-XXL),<p>Camiseta Argentina 1994 Away Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,11,109172.00,152840.00,,active
national-teams-argentina-1994-away-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,14,109172.00,152840.00,,active
national-teams-argentina-1994-away-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,12,109172.00,152840.00,,active
national-teams-argentina-1994-away-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,27,109172.00,152840.00,,active
national-teams-argentina-1994-away-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,11,109172.00,152840.00,,active
national-teams-argentina-1994-home-size-s-xxl,Argentina 1994 Home (Size S-XXL),<p>Camiseta Argentina 1994 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,22,111129.00,155580.00,,active
national-teams-argentina-1994-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,20,111129.00,155580.00,,active
national-teams-argentina-1994-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,29,111129.00,155580.00,,active
national-teams-argentina-1994-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,24,111129.00,155580.00,,active
national-teams-argentina-1994-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,24,111129.00,155580.00,,active
national-teams-argentina-2002-away-size-s-xxl,Argentina 2002 Away (Size S-XXL),<p>Camiseta Argentina 2002 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,20,83945.00,117522.00,,active
national-teams-argentina-2002-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,15,83945.00,117522.00,,active
national-teams-argentina-2002-away-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,15,83945.00,117522.00,,active
national-teams-argentina-2002-away-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,13,83945.00,117522.00,,active
national-teams-argentina-2002-away-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,27,83945.00,117522.00,,active
national-teams-argentina-2006-home-size-s-xxl,Argentina 2006 Home (Size S-XXL),<p>Camiseta Argentina 2006 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,26,81742.00,114438.00,,active
national-teams-argentina-2006-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,21,81742.00,114438.00,,active
national-teams-argentina-2006-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,13,81742.00,114438.00,,active
national-teams-argentina-2006-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,14,81742.00,114438.00,,active
national-teams-argentina-2006-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,20,81742.00,114438.00,,active
national-teams-argentina-2006-home-long-sleeve-size-s-xxl,Argentina 2006 Home Long Sleeve (Size S-XXL),<p>Camiseta Argentina 2006 Home Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,14,86370.00,120917.00,,active
national-teams-argentina-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,23,86370.00,120917.00,,active
national-teams-argentina-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,19,86370.00,120917.00,,active
national-teams-argentina-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,18,86370.00,120917.00,,active
national-teams-argentina-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,12,86370.00,120917.00,,active
national-teams-argentina-2014-away-long-sleeve-size-s-xxl,Argentina 2014 Away Long Sleeve (Size S-XXL),<p>Camiseta Argentina 2014 Away Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,11,92409.00,129372.00,,active
national-teams-argentina-2014-away-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,29,92409.00,129372.00,,active
national-teams-argentina-2014-away-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,13,92409.00,129372.00,,active
national-teams-argentina-2014-away-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,12,92409.00,129372.00,,active
national-teams-argentina-2014-away-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,15,92409.00,129372.00,,active
national-teams-argentina-96_97-home-size-s-xxl,Argentina 96_97 Home (Size S-XXL),<p>Camiseta Argentina 96_97 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:96-97",TRUE,Size,S,NATIONAL-TEAMS----S,12,84916.00,118882.00,,active
national-teams-argentina-96_97-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,25,84916.00,118882.00,,active
national-teams-argentina-96_97-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,14,84916.00,118882.00,,active
national-teams-argentina-96_97-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,23,84916.00,118882.00,,active
national-teams-argentina-96_97-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,10,84916.00,118882.00,,active
national-teams-argentina-adidas-50th-anniversary-t-size-s-3xl,Argentina Adidas 50Th Anniversary T- (Size S-3XL),<p>Camiseta Argentina Adidas 50Th Anniversary T- (Size S-3XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home",TRUE,Size,S,NATIONAL-TEAMS----S,17,82577.00,115607.00,,active
national-teams-argentina-adidas-50th-anniversary-t-size-s-3xl,,,,,,,Size,M,NATIONAL-TEAMS----M,14,82577.00,115607.00,,active
national-teams-argentina-adidas-50th-anniversary-t-size-s-3xl,,,,,,,Size,L,NATIONAL-TEAMS----L,15,82577.00,115607.00,,active
national-teams-argentina-adidas-50th-anniversary-t-size-s-3xl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,23,82577.00,115607.00,,active
national-teams-argentina-adidas-50th-anniversary-t-size-s-3xl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,19,82577.00,115607.00,,active
national-teams-brazil-12_13-home-size-s-xxl,Brazil 12_13 Home (Size S-XXL),<p>Camiseta Brazil 12_13 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:12-13",TRUE,Size,S,NATIONAL-TEAMS----S,29,82055.00,114876.00,,active
national-teams-brazil-12_13-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,16,82055.00,114876.00,,active
national-teams-brazil-12_13-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,21,82055.00,114876.00,,active
national-teams-brazil-12_13-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,15,82055.00,114876.00,,active
national-teams-brazil-12_13-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,12,82055.00,114876.00,,active
national-teams-brazil-1958-home-size-s-xxl,Brazil 1958 Home (Size S-XXL),<p>Camiseta Brazil 1958 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,28,102573.00,143602.00,,active
national-teams-brazil-1958-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,25,102573.00,143602.00,,active
national-teams-brazil-1958-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,22,102573.00,143602.00,,active
national-teams-brazil-1958-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,12,102573.00,143602.00,,active
national-teams-brazil-1958-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,27,102573.00,143602.00,,active
national-teams-brazil-1997-away-size-s-xxl,Brazil 1997 Away (Size S-XXL),<p>Camiseta Brazil 1997 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,29,98374.00,137723.00,,active
national-teams-brazil-1997-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,18,98374.00,137723.00,,active
national-teams-brazil-1997-away-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,12,98374.00,137723.00,,active
national-teams-brazil-1997-away-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,12,98374.00,137723.00,,active
national-teams-brazil-1997-away-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,13,98374.00,137723.00,,active
national-teams-brazil-1997-home-size-s-xxl,Brazil 1997 Home (Size S-XXL),<p>Camiseta Brazil 1997 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,27,102095.00,142933.00,,active
national-teams-brazil-1997-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,12,102095.00,142933.00,,active
national-teams-brazil-1997-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,24,102095.00,142933.00,,active
national-teams-brazil-1997-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,11,102095.00,142933.00,,active
national-teams-brazil-1997-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,22,102095.00,142933.00,,active
national-teams-brazil-2002-away-long-sleeve-size-s-xxl,Brazil 2002 Away Long Sleeve (Size S-XXL),<p>Camiseta Brazil 2002 Away Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,13,90446.00,126624.00,,active
national-teams-brazil-2002-away-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,20,90446.00,126624.00,,active
national-teams-brazil-2002-away-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,15,90446.00,126624.00,,active
national-teams-brazil-2002-away-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,17,90446.00,126624.00,,active
national-teams-brazil-2002-away-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,17,90446.00,126624.00,,active
national-teams-brazil-2002-black-goalkeeper-size-s-xxl,Brazil 2002 Black Goalkeeper (Size S-XXL),<p>Camiseta Brazil 2002 Black Goalkeeper (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:goalkeeper,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,14,77294.00,108211.00,,active
national-teams-brazil-2002-black-goalkeeper-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,26,77294.00,108211.00,,active
national-teams-brazil-2002-black-goalkeeper-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,15,77294.00,108211.00,,active
national-teams-brazil-2002-black-goalkeeper-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,26,77294.00,108211.00,,active
national-teams-brazil-2002-black-goalkeeper-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,25,77294.00,108211.00,,active
national-teams-brazil-2002-home-long-sleeve-size-s-xxl,Brazil 2002 Home Long Sleeve (Size S-XXL),<p>Camiseta Brazil 2002 Home Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,25,94944.00,132921.00,,active
national-teams-brazil-2002-home-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,21,94944.00,132921.00,,active
national-teams-brazil-2002-home-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,11,94944.00,132921.00,,active
national-teams-brazil-2002-home-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,16,94944.00,132921.00,,active
national-teams-brazil-2002-home-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,22,94944.00,132921.00,,active
national-teams-brazil-2006-home-long-sleeve-size-s-xxl,Brazil 2006 Home Long Sleeve (Size S-XXL),<p>Camiseta Brazil 2006 Home Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,24,82130.00,114981.00,,active
national-teams-brazil-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,19,82130.00,114981.00,,active
national-teams-brazil-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,23,82130.00,114981.00,,active
national-teams-brazil-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,29,82130.00,114981.00,,active
national-teams-brazil-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,26,82130.00,114981.00,,active
national-teams-brazil-2014-away,Brazil 2014 Away,<p>Camiseta Brazil 2014 Away - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,14,80152.00,112212.00,,active
national-teams-brazil-2014-away,,,,,,,Size,M,NATIONAL-TEAMS----M,12,80152.00,112212.00,,active
national-teams-brazil-2014-away,,,,,,,Size,L,NATIONAL-TEAMS----L,28,80152.00,112212.00,,active
national-teams-brazil-2014-away,,,,,,,Size,XL,NATIONAL-TEAMS----XL,26,80152.00,112212.00,,active
national-teams-brazil-2014-away,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,18,80152.00,112212.00,,active
national-teams-brazil-2014-home-size-s-xxl,Brazil 2014 Home (Size S-XXL),<p>Camiseta Brazil 2014 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,14,91170.00,127637.00,,active
national-teams-brazil-2014-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,27,91170.00,127637.00,,active
national-teams-brazil-2014-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,14,91170.00,127637.00,,active
national-teams-brazil-2014-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,27,91170.00,127637.00,,active
national-teams-brazil-2014-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,26,91170.00,127637.00,,active
national-teams-brazil-2020-suit-green-training-size-s-xxl,Brazil 2020 Suit Green Training (Size S-XXL),<p>Camiseta Brazil 2020 Suit Green Training (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:training",TRUE,Size,S,NATIONAL-TEAMS----S,24,72129.00,100980.00,,active
national-teams-brazil-2020-suit-green-training-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,28,72129.00,100980.00,,active
national-teams-brazil-2020-suit-green-training-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,15,72129.00,100980.00,,active
national-teams-brazil-2020-suit-green-training-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,12,72129.00,100980.00,,active
national-teams-brazil-2020-suit-green-training-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,23,72129.00,100980.00,,active
national-teams-brazil-94_96-away-size-s-xxl,Brazil 94_96 Away (Size S-XXL),<p>Camiseta Brazil 94_96 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:94-96",TRUE,Size,S,NATIONAL-TEAMS----S,19,94952.00,132932.00,,active
national-teams-brazil-94_96-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,21,94952.00,132932.00,,active
national-teams-brazil-94_96-away-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,28,94952.00,132932.00,,active
national-teams-brazil-94_96-away-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,25,94952.00,132932.00,,active
national-teams-brazil-94_96-away-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,16,94952.00,132932.00,,active
national-teams-cameroon-1990-home-size-s-xxl,Cameroon 1990 Home (Size S-XXL),<p>Camiseta Cameroon 1990 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,19,111682.00,156354.00,,active
national-teams-cameroon-1990-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,12,111682.00,156354.00,,active
national-teams-cameroon-1990-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,28,111682.00,156354.00,,active
national-teams-cameroon-1990-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,21,111682.00,156354.00,,active
national-teams-cameroon-1990-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,26,111682.00,156354.00,,active
national-teams-colombia-fcf-adidas-national-team-wear-chalk-white-t-size-s-3xl,Colombia Fcf Adidas -National Team Wear -Chalk White T- (Size S-3XL),<p>Camiseta Colombia Fcf Adidas -National Team Wear -Chalk White T- (Size S-3XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home",TRUE,Size,S,NATIONAL-TEAMS----S,14,83183.00,116456.00,,active
national-teams-colombia-fcf-adidas-national-team-wear-chalk-white-t-size-s-3xl,,,,,,,Size,M,NATIONAL-TEAMS----M,17,83183.00,116456.00,,active
national-teams-colombia-fcf-adidas-national-team-wear-chalk-white-t-size-s-3xl,,,,,,,Size,L,NATIONAL-TEAMS----L,10,83183.00,116456.00,,active
national-teams-colombia-fcf-adidas-national-team-wear-chalk-white-t-size-s-3xl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,27,83183.00,116456.00,,active
national-teams-colombia-fcf-adidas-national-team-wear-chalk-white-t-size-s-3xl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,14,83183.00,116456.00,,active
national-teams-colombia-fcf-adidas-national-team-wear-chalk-white-t-size-s-3xl_1,Colombia Fcf Adidas -National Team Wear -Chalk White T- (Size S-3XL)_1,<p>Camiseta Colombia Fcf Adidas -National Team Wear -Chalk White T- (Size S-3XL)_1 - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home",TRUE,Size,S,NATIONAL-TEAMS----S,17,92848.00,129987.00,,active
national-teams-colombia-fcf-adidas-national-team-wear-chalk-white-t-size-s-3xl_1,,,,,,,Size,M,NATIONAL-TEAMS----M,21,92848.00,129987.00,,active
national-teams-colombia-fcf-adidas-national-team-wear-chalk-white-t-size-s-3xl_1,,,,,,,Size,L,NATIONAL-TEAMS----L,13,92848.00,129987.00,,active
national-teams-colombia-fcf-adidas-national-team-wear-chalk-white-t-size-s-3xl_1,,,,,,,Size,XL,NATIONAL-TEAMS----XL,20,92848.00,129987.00,,active
national-teams-colombia-fcf-adidas-national-team-wear-chalk-white-t-size-s-3xl_1,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,22,92848.00,129987.00,,active
national-teams-england-13_14-away-size-s-xxl,England 13_14 Away (Size S-XXL),<p>Camiseta England 13_14 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:13-14",TRUE,Size,S,NATIONAL-TEAMS----S,23,93654.00,131115.00,,active
national-teams-england-13_14-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,12,93654.00,131115.00,,active
national-teams-england-13_14-away-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,27,93654.00,131115.00,,active
national-teams-england-13_14-away-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,18,93654.00,131115.00,,active
national-teams-england-13_14-away-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,21,93654.00,131115.00,,active
national-teams-england-1990-away-size-s-xxl,England 1990 Away (Size S-XXL),<p>Camiseta England 1990 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,12,96014.00,134419.00,,active
national-teams-england-1990-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,29,96014.00,134419.00,,active
national-teams-england-1990-away-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,12,96014.00,134419.00,,active
national-teams-england-1990-away-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,29,96014.00,134419.00,,active
national-teams-england-1990-away-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,26,96014.00,134419.00,,active
national-teams-england-1990-black-size-s-xxl,England 1990 Black (Size S-XXL),<p>Camiseta England 1990 Black (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,14,101119.00,141566.00,,active
national-teams-england-1990-black-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,20,101119.00,141566.00,,active
